project_id,Project,PMA,PEO,Contractor,Phase,Type,Date,LRE,OriginalCBB
93,Project93,PMA32,PEO3,AG,,Development,12/30/2005,69716000,64686000
94,Project94,PMA32,PEO3,AV,,Development,12/30/2009,55903000,55018000
94,Project94,PMA32,PEO3,AV,,Development,11/30/2009,55903000,55018000
94,Project94,PMA32,PEO3,AV,,Development,10/30/2009,55903000,55018000
94,Project94,PMA32,PEO3,AV,,Development,9/30/2009,55903000,55018000
94,Project94,PMA32,PEO3,AV,,Development,8/30/2009,55903000,55018000
94,Project94,PMA32,PEO3,AV,,Development,7/30/2009,55903000,55018000
94,Project94,PMA32,PEO3,AV,,Development,6/30/2009,55903000,55018000
94,Project94,PMA32,PEO3,AV,,Development,5/30/2009,55903000,55018000
94,Project94,PMA32,PEO3,AV,,Development,4/30/2009,55903000,55018000
94,Project94,PMA32,PEO3,AV,,Development,3/30/2009,55903000,55018000
94,Project94,PMA32,PEO3,AV,,Development,3/2/2009,55903000,55018000
94,Project94,PMA32,PEO3,AV,,Development,1/30/2009,55903000,55018000
94,Project94,PMA32,PEO3,AV,,Development,12/30/2008,55608000,55018000
94,Project94,PMA32,PEO3,AV,,Development,11/30/2008,55608000,55018000
94,Project94,PMA32,PEO3,AV,,Development,10/30/2008,55320000,55018000
94,Project94,PMA32,PEO3,AV,,Development,9/30/2008,55320000,55018000
94,Project94,PMA32,PEO3,AV,,Development,8/30/2008,55320000,55018000
94,Project94,PMA32,PEO3,AV,,Development,7/30/2008,55320000,55018000
94,Project94,PMA32,PEO3,AV,,Development,6/30/2008,55320000,55018000
94,Project94,PMA32,PEO3,AV,,Development,5/30/2008,55320000,55018000
94,Project94,PMA32,PEO3,AV,,Development,4/30/2008,55320000,55018000
94,Project94,PMA32,PEO3,AV,,Development,3/30/2008,55320000,55018000
94,Project94,PMA32,PEO3,AV,,Development,3/1/2008,55320000,55018000
94,Project94,PMA32,PEO3,AV,,Development,1/30/2008,54098000,55018000
94,Project94,PMA32,PEO3,AV,,Development,12/30/2007,54098000,55018000
94,Project94,PMA32,PEO3,AV,,Development,11/30/2007,54098000,55018000
94,Project94,PMA32,PEO3,AV,,Development,10/30/2007,54098000,55018000
94,Project94,PMA32,PEO3,AV,,Development,9/30/2007,54098000,55018000
94,Project94,PMA32,PEO3,AV,,Development,8/30/2007,54098000,55018000
94,Project94,PMA32,PEO3,AV,,Development,7/30/2007,54098000,55018000
94,Project94,PMA32,PEO3,AV,,Development,6/30/2007,54098000,55018000
94,Project94,PMA32,PEO3,AV,,Development,5/30/2007,55018000,55018000
94,Project94,PMA32,PEO3,AV,,Development,4/30/2007,55018000,55018000
94,Project94,PMA32,PEO3,AV,,Development,3/30/2007,55018000,55018000
94,Project94,PMA32,PEO3,AV,,Development,3/2/2007,55018000,55018000
94,Project94,PMA32,PEO3,AV,,Development,1/30/2007,55018000,55018000
94,Project94,PMA32,PEO3,AV,,Development,12/30/2006,55018000,55018000
94,Project94,PMA32,PEO3,AV,,Development,11/30/2006,55018000,55018000
94,Project94,PMA32,PEO3,AV,,Development,10/30/2006,55018000,55018000
94,Project94,PMA32,PEO3,AV,,Development,9/30/2006,55018000,55018000
94,Project94,PMA32,PEO3,AV,,Development,8/30/2006,55018000,55018000
94,Project94,PMA32,PEO3,AV,,Development,7/30/2006,55018000,55018000
94,Project94,PMA32,PEO3,AV,,Development,6/30/2006,55018000,55018000
94,Project94,PMA32,PEO3,AV,,Development,5/30/2006,55018000,55018000
94,Project94,PMA32,PEO3,AV,,Development,4/30/2006,55018000,55018000
94,Project94,PMA32,PEO3,AV,,Development,3/30/2006,55018000,55018000
94,Project94,PMA32,PEO3,AV,,Development,3/2/2006,55018000,55018000
94,Project94,PMA32,PEO3,AV,,Development,1/30/2006,55018000,55018000
96,Project96,PMA6,PEO1,AL,,LRIP,3/30/2011,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,3/2/2011,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,1/30/2011,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,12/30/2010,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,9/30/2010,26814000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,6/30/2010,26814000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,3/2/2010,26814000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,11/30/2009,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,10/30/2009,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,9/30/2009,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,8/30/2009,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,7/30/2009,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,6/30/2009,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,5/30/2009,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,4/30/2009,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,3/30/2009,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,3/2/2009,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,1/30/2009,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,12/30/2008,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,11/30/2008,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,10/30/2008,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,9/30/2008,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,8/30/2008,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,7/30/2008,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,6/30/2008,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,5/30/2008,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,4/30/2008,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,3/30/2008,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,3/1/2008,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,1/30/2008,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,12/30/2007,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,11/30/2007,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,10/30/2007,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,9/30/2007,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,8/30/2007,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,7/30/2007,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,6/30/2007,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,5/30/2007,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,4/30/2007,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,3/30/2007,26200000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,3/2/2007,19206000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,1/30/2007,19206000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,12/30/2006,19206000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,11/30/2006,19206000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,10/30/2006,19188000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,9/30/2006,19188000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,8/30/2006,19188000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,7/30/2006,19188000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,6/30/2006,19188000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,5/30/2006,19188000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,4/30/2006,19188000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,3/30/2006,19188000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,3/2/2006,19188000,11404000
96,Project96,PMA6,PEO1,AL,,LRIP,1/30/2006,18808000,11404000
97,Project97,PMA16,PEO3,AV,,Development,6/30/2017,4229264000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,5/30/2017,4229264000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,4/30/2017,4229264000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/30/2017,4229264000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/2/2017,4229264000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,1/30/2017,4229264000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,12/30/2016,4229264000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,11/30/2016,4296120000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,10/30/2016,4296120000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,9/30/2016,4296120000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,8/30/2016,4296120000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,7/30/2016,4296120000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,6/30/2016,4028169000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,5/30/2016,4028169000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,4/30/2016,4028169000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/30/2016,4028169000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/1/2016,4028169000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,1/30/2016,4028169000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,12/30/2015,4028169000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,11/30/2015,4028169000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,10/30/2015,4028169000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,9/30/2015,4028169000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,8/30/2015,3780430000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,7/30/2015,3780430000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,6/30/2015,3780430000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,5/30/2015,3780430000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,4/30/2015,3780430000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/30/2015,3780430000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/2/2015,3780430000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,1/30/2015,3780430000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,12/30/2014,3780430000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,11/30/2014,3780430000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,10/30/2014,3780430000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,9/30/2014,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,8/30/2014,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,7/30/2014,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,6/30/2014,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,5/30/2014,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,4/30/2014,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/30/2014,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/2/2014,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,1/30/2014,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,12/30/2013,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,11/30/2013,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,10/30/2013,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,9/30/2013,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,8/30/2013,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,7/30/2013,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,6/30/2013,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,5/30/2013,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,4/30/2013,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/30/2013,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/2/2013,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,1/30/2013,3736482000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,12/30/2012,3729638000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,11/30/2012,3724195000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,10/30/2012,3659746000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,9/30/2012,3659746000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,8/30/2012,3661046000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,7/30/2012,3660814000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,6/30/2012,3662098000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,5/30/2012,3662098000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,4/30/2012,3655109000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/30/2012,3631706000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/1/2012,3631706000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,1/30/2012,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,12/30/2011,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,11/30/2011,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,10/30/2011,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,9/30/2011,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,8/30/2011,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,7/30/2011,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,6/30/2011,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,5/30/2011,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,4/30/2011,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/30/2011,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/2/2011,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,1/30/2011,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,12/30/2010,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,11/30/2010,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,10/30/2010,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,9/30/2010,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,8/30/2010,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,7/30/2010,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,6/30/2010,3617657000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,5/30/2010,3613918000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,4/30/2010,3613918000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/30/2010,3613918000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/2/2010,3612894000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,1/30/2010,3609357000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,12/30/2009,3609357000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,11/30/2009,3609357000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,10/30/2009,3609357000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,9/30/2009,3609357000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,8/30/2009,3609357000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,7/30/2009,3609357000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,6/30/2009,3609357000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,5/30/2009,3609357000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,4/30/2009,3609357000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/30/2009,3609357000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/2/2009,3631149000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,1/30/2009,3447088000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,12/30/2008,3447088000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,11/30/2008,3447088000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,10/30/2008,3447088000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,7/30/2008,3447088000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,6/30/2008,3447088000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,5/30/2008,3447088000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,4/30/2008,3447088000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/30/2008,3447088000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/1/2008,3447088000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,1/30/2008,3447088000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,12/30/2007,2719626000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,11/30/2007,2719626000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,10/30/2007,2719626000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,9/30/2007,2719626000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,8/30/2007,2719626000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,7/30/2007,2719626000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,6/30/2007,2719626000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,5/30/2007,2719626000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,4/30/2007,2719626000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/30/2007,2719626000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/2/2007,2719626000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,1/30/2007,2719626000,2719626000
97,Project97,PMA16,PEO3,AV,,Development,12/30/2006,2719624900,2719626000
97,Project97,PMA16,PEO3,AV,,Development,11/30/2006,2719624900,2719626000
97,Project97,PMA16,PEO3,AV,,Development,10/30/2006,2719624900,2719626000
97,Project97,PMA16,PEO3,AV,,Development,9/30/2006,2719624900,2719626000
97,Project97,PMA16,PEO3,AV,,Development,8/30/2006,2719624900,2719626000
97,Project97,PMA16,PEO3,AV,,Development,7/30/2006,2719624900,2719626000
97,Project97,PMA16,PEO3,AV,,Development,6/30/2006,2719624900,2719626000
97,Project97,PMA16,PEO3,AV,,Development,5/30/2006,2719624900,2719626000
97,Project97,PMA16,PEO3,AV,,Development,4/30/2006,2719624900,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/30/2006,7630600,2719626000
97,Project97,PMA16,PEO3,AV,,Development,3/2/2006,7630600,2719626000
99,Project99,PMA27,PEO3,D,,,8/30/2007,914000000,609674000
99,Project99,PMA27,PEO3,D,,,7/30/2007,914000000,609674000
99,Project99,PMA27,PEO3,D,,,6/30/2007,914000000,609674000
99,Project99,PMA27,PEO3,D,,,5/30/2007,914000000,609674000
99,Project99,PMA27,PEO3,D,,,4/30/2007,914000000,609674000
99,Project99,PMA27,PEO3,D,,,3/30/2007,875555000,609674000
99,Project99,PMA27,PEO3,D,,,3/2/2007,875555000,609674000
99,Project99,PMA27,PEO3,D,,,1/30/2007,875180000,609674000
99,Project99,PMA27,PEO3,D,,,12/30/2006,875180000,609674000
99,Project99,PMA27,PEO3,D,,,11/30/2006,875074000,609674000
99,Project99,PMA27,PEO3,D,,,10/30/2006,875075000,609674000
99,Project99,PMA27,PEO3,D,,,9/30/2006,875075000,609674000
99,Project99,PMA27,PEO3,D,,,8/30/2006,875075000,609674000
99,Project99,PMA27,PEO3,D,,,7/30/2006,849072000,609674000
99,Project99,PMA27,PEO3,D,,,6/30/2006,796132000,609674000
99,Project99,PMA27,PEO3,D,,,5/30/2006,796132000,609674000
99,Project99,PMA27,PEO3,D,,,4/30/2006,796132000,609674000
99,Project99,PMA27,PEO3,D,,,3/30/2006,796132000,609674000
99,Project99,PMA27,PEO3,D,,,3/2/2005,753000000,609674000
99,Project99,PMA27,PEO3,D,,,9/30/2003,753000000,609674000
99,Project99,PMA27,PEO3,D,,,8/30/2003,753000000,609674000
99,Project99,PMA27,PEO3,D,,,7/30/2003,753000000,609674000
99,Project99,PMA27,PEO3,D,,,6/30/2003,753000000,609674000
99,Project99,PMA27,PEO3,D,,,5/30/2003,753000000,609674000
99,Project99,PMA27,PEO3,D,,,4/30/2003,753000000,609674000
99,Project99,PMA27,PEO3,D,,,3/30/2003,753000000,609674000
99,Project99,PMA27,PEO3,D,,,3/2/2003,753000000,609674000
99,Project99,PMA27,PEO3,D,,,1/30/2003,753000000,609674000
99,Project99,PMA27,PEO3,D,,,12/30/2002,740000000,609674000
99,Project99,PMA27,PEO3,D,,,11/30/2002,745000000,609674000
99,Project99,PMA27,PEO3,D,,,10/30/2002,738000000,609674000
99,Project99,PMA27,PEO3,D,,,9/30/2002,734000000,609674000
99,Project99,PMA27,PEO3,D,,,8/30/2002,734000000,609674000
99,Project99,PMA27,PEO3,D,,,7/30/2002,735000000,609674000
99,Project99,PMA27,PEO3,D,,,6/30/2002,735000000,609674000
99,Project99,PMA27,PEO3,D,,,5/30/2002,735000000,609674000
99,Project99,PMA27,PEO3,D,,,4/30/2002,735000000,609674000
99,Project99,PMA27,PEO3,D,,,3/30/2002,735000000,609674000
99,Project99,PMA27,PEO3,D,,,3/2/2002,735000000,609674000
99,Project99,PMA27,PEO3,D,,,1/30/2002,735000000,609674000
99,Project99,PMA27,PEO3,D,,,12/30/2001,735000000,609674000
99,Project99,PMA27,PEO3,D,,,11/30/2001,735000000,609674000
99,Project99,PMA27,PEO3,D,,,10/30/2001,720000000,609674000
99,Project99,PMA27,PEO3,D,,,9/30/2001,720000000,609674000
99,Project99,PMA27,PEO3,D,,,8/30/2001,710000000,609674000
99,Project99,PMA27,PEO3,D,,,7/30/2001,710000000,609674000
99,Project99,PMA27,PEO3,D,,,6/30/2001,664363000,609674000
99,Project99,PMA27,PEO3,D,,,5/30/2001,664363000,609674000
99,Project99,PMA27,PEO3,D,,,4/30/2001,639621000,609674000
99,Project99,PMA27,PEO3,D,,,3/30/2001,639621000,609674000
99,Project99,PMA27,PEO3,D,,,3/2/2001,609674000,609674000
99,Project99,PMA27,PEO3,D,,,1/30/2001,609674000,609674000
99,Project99,PMA27,PEO3,D,,,12/30/2000,609674000,609674000
99,Project99,PMA27,PEO3,D,,,11/30/2000,609674000,609674000
99,Project99,PMA27,PEO3,D,,,10/30/2000,609674000,609674000
99,Project99,PMA27,PEO3,D,,,9/30/2000,609674000,609674000
100,Project100,PMA30,PEO1,AK,,,7/30/2006,3812000,2944000
100,Project100,PMA30,PEO1,AK,,,6/30/2006,4515000,2944000
100,Project100,PMA30,PEO1,AK,,,5/30/2006,4481000,2944000
100,Project100,PMA30,PEO1,AK,,,4/30/2006,3013000,2944000
101,Project101,PMA32,PEO3,AV,,,3/1/2008,6000000,7815000
101,Project101,PMA32,PEO3,AV,,,1/30/2008,6000000,7815000
101,Project101,PMA32,PEO3,AV,,,12/30/2007,6000000,7815000
101,Project101,PMA32,PEO3,AV,,,11/30/2007,6000000,7815000
101,Project101,PMA32,PEO3,AV,,,10/30/2007,6000000,7815000
101,Project101,PMA32,PEO3,AV,,,9/30/2007,6000000,7815000
101,Project101,PMA32,PEO3,AV,,,8/30/2007,6000000,7815000
101,Project101,PMA32,PEO3,AV,,,7/30/2007,6000000,7815000
101,Project101,PMA32,PEO3,AV,,,6/30/2007,7815000,7815000
101,Project101,PMA32,PEO3,AV,,,5/30/2007,7815000,7815000
101,Project101,PMA32,PEO3,AV,,,4/30/2007,7815000,7815000
101,Project101,PMA32,PEO3,AV,,,3/30/2007,7815000,7815000
101,Project101,PMA32,PEO3,AV,,,3/2/2007,7815000,7815000
101,Project101,PMA32,PEO3,AV,,,1/30/2007,7815000,7815000
101,Project101,PMA32,PEO3,AV,,,12/30/2006,7815000,7815000
101,Project101,PMA32,PEO3,AV,,,11/30/2006,7815000,7815000
101,Project101,PMA32,PEO3,AV,,,10/30/2006,7815000,7815000
101,Project101,PMA32,PEO3,AV,,,9/30/2006,7815000,7815000
101,Project101,PMA32,PEO3,AV,,,8/30/2006,7815000,7815000
101,Project101,PMA32,PEO3,AV,,,7/30/2006,7815000,7815000
101,Project101,PMA32,PEO3,AV,,,6/30/2006,7815000,7815000
102,Project102,PMA32,PEO3,AV,,,3/1/2008,5200000,6946000
102,Project102,PMA32,PEO3,AV,,,1/30/2008,5200000,6946000
102,Project102,PMA32,PEO3,AV,,,12/30/2007,5200000,6946000
102,Project102,PMA32,PEO3,AV,,,11/30/2007,5200000,6946000
102,Project102,PMA32,PEO3,AV,,,10/30/2007,5200000,6946000
102,Project102,PMA32,PEO3,AV,,,9/30/2007,5200000,6946000
102,Project102,PMA32,PEO3,AV,,,8/30/2007,5200000,6946000
102,Project102,PMA32,PEO3,AV,,,7/30/2007,5200000,6946000
102,Project102,PMA32,PEO3,AV,,,6/30/2007,6946000,6946000
102,Project102,PMA32,PEO3,AV,,,5/30/2007,6946000,6946000
102,Project102,PMA32,PEO3,AV,,,4/30/2007,6946000,6946000
102,Project102,PMA32,PEO3,AV,,,3/30/2007,6946000,6946000
102,Project102,PMA32,PEO3,AV,,,3/2/2007,6946000,6946000
102,Project102,PMA32,PEO3,AV,,,1/30/2007,6946000,6946000
102,Project102,PMA32,PEO3,AV,,,12/30/2006,6946000,6946000
102,Project102,PMA32,PEO3,AV,,,11/30/2006,6946000,6946000
102,Project102,PMA32,PEO3,AV,,,10/30/2006,6946000,6946000
102,Project102,PMA32,PEO3,AV,,,9/30/2006,6946000,6946000
102,Project102,PMA32,PEO3,AV,,,8/30/2006,6946000,6946000
102,Project102,PMA32,PEO3,AV,,,7/30/2006,6946000,6946000
102,Project102,PMA32,PEO3,AV,,,6/30/2006,6946000,6946000
103,Project103,PMA27,PEO3,E,,Other,1/30/2011,17534000,15120000
103,Project103,PMA27,PEO3,E,,Other,12/30/2010,17534000,15120000
103,Project103,PMA27,PEO3,E,,Other,11/30/2010,16769000,15120000
103,Project103,PMA27,PEO3,E,,Other,10/30/2010,16769000,15120000
103,Project103,PMA27,PEO3,E,,Other,9/30/2010,16769000,15120000
103,Project103,PMA27,PEO3,E,,Other,8/30/2010,16769000,15120000
103,Project103,PMA27,PEO3,E,,Other,7/30/2010,16769000,15120000
103,Project103,PMA27,PEO3,E,,Other,6/30/2010,16769000,15120000
103,Project103,PMA27,PEO3,E,,Other,5/30/2010,16769000,15120000
103,Project103,PMA27,PEO3,E,,Other,4/30/2010,16683000,15120000
103,Project103,PMA27,PEO3,E,,Other,3/30/2010,16683000,15120000
103,Project103,PMA27,PEO3,E,,Other,3/2/2010,16083000,15120000
103,Project103,PMA27,PEO3,E,,Other,1/30/2010,16083000,15120000
103,Project103,PMA27,PEO3,E,,Other,12/30/2009,16083000,15120000
103,Project103,PMA27,PEO3,E,,Other,11/30/2009,16083000,15120000
103,Project103,PMA27,PEO3,E,,Other,10/30/2009,16083000,15120000
103,Project103,PMA27,PEO3,E,,Other,9/30/2009,16083000,15120000
103,Project103,PMA27,PEO3,E,,Other,8/30/2009,16083000,15120000
103,Project103,PMA27,PEO3,E,,Other,7/30/2009,16083000,15120000
103,Project103,PMA27,PEO3,E,,Other,6/30/2009,16083000,15120000
103,Project103,PMA27,PEO3,E,,Other,5/30/2009,15200000,15120000
103,Project103,PMA27,PEO3,E,,Other,4/30/2009,15200000,15120000
103,Project103,PMA27,PEO3,E,,Other,3/30/2009,15155000,15120000
103,Project103,PMA27,PEO3,E,,Other,3/2/2009,15155000,15120000
